customer_id,region,city,monthly_usage_kwh,peak_usage_kwh,contract_type,tenure_months,avg_outage_hours,service_tickets,last_bill_amount,payment_delay_days,churn
C04158,North,Pune,683,1020,Fixed,31,2.39,5,6114,8,1
C04159,North,Noida,893,878,Variable,35,4.01,1,4832,13,1
C04160,West,Bangalore,869,606,Fixed,18,5.95,7,4566,18,0
C04161,North,Gurgaon,468,624,Variable,46,4.09,3,4472,12,0
C04162,West,Pune,800,677,Fixed,30,5.37,0,3378,8,0
C04163,East,Noida,428,926,Fixed,9,6.21,3,3804,13,0
C04164,North,Chennai,886,1037,Variable,34,3.23,3,2405,1,0
C04165,West,Patna,504,1200,Fixed,1,3.57,2,2384,11,0
C04166,South,Delhi,657,523,Variable,3,0.46,2,4568,1,0
C04167,East,Bangalore,422,948,Variable,38,4.06,6,4877,18,1
C04168,East,Gurgaon,344,311,Fixed,36,2.35,7,2814,15,0
C04169,West,Pune,322,1253,Variable,7,2.53,0,3897,5,0
C04170,West,Mumbai,832,563,Fixed,33,2.56,2,5050,12,0
C04171,East,Hyderabad,548,841,Variable,5,6.17,0,3173,9,0
C04172,West,Gurgaon,678,1275,Variable,11,2.26,6,4315,12,1
C04173,North,Mumbai,732,1121,Variable,5,4.86,1,3864,5,0
C04174,West,Chennai,296,460,Fixed,20,0.83,1,3196,18,0
C04175,East,Noida,727,1213,Fixed,38,0.31,3,1987,3,1
C04176,North,Delhi,820,697,Fixed,32,3.42,6,4751,10,0
C04177,West,Bangalore,314,816,Fixed,24,2.86,6,3993,12,0
C04178,North,Delhi,791,980,Fixed,12,6.61,7,4290,7,0
C04179,West,Pune,851,721,Fixed,3,1.58,4,6188,2,0
C04180,East,Kolkata,357,908,Variable,13,6.08,6,4399,13,1
C04181,East,Pune,859,1012,Fixed,25,5.31,5,4282,15,0
C04182,North,Hyderabad,303,511,Fixed,2,0.6,6,6197,11,0
C04183,East,Noida,546,750,Variable,7,4.39,3,4174,12,0
C04184,East,Delhi,210,882,Fixed,14,4.27,5,4380,18,0
C04185,North,Noida,772,731,Fixed,34,3.98,6,1644,2,1
C04186,North,Noida,442,540,Variable,39,0.54,2,4156,15,1
C04187,East,Kolkata,431,1131,Fixed,7,6.21,2,4190,15,1
C04188,North,Gurgaon,676,732,Variable,40,5.12,4,4017,10,1
C04189,North,Gurgaon,658,1013,Variable,42,4.1,7,5848,3,1
C04190,West,Kolkata,507,875,Variable,39,1.02,0,2176,1,1
C04191,South,Chennai,479,864,Variable,47,1.84,6,5153,13,1
C04192,East,Chennai,306,1065,Variable,2,5.97,0,3622,17,0
C04193,East,Mumbai,709,895,Variable,41,3.13,2,5111,3,0
C04194,West,Patna,584,322,Variable,40,1.36,4,3824,5,1
C04195,East,Hyderabad,592,1046,Fixed,5,2.59,7,3332,3,0
C04196,East,Bangalore,750,882,Variable,26,0.65,2,1933,12,0
C04197,East,Kolkata,323,572,Fixed,31,6.14,6,5213,12,0
C04198,North,Hyderabad,867,407,Variable,33,2.13,0,3563,16,0
C04199,East,Patna,424,825,Variable,2,3.21,7,1858,5,0
C04200,East,Patna,293,667,Variable,28,6.8,2,5734,13,0
C04201,South,Patna,373,828,Fixed,30,3.04,0,4176,7,0
C04202,West,Bangalore,315,1135,Variable,30,4.14,6,5871,12,0
C04203,West,Pune,213,1148,Variable,15,4.36,3,3953,15,0
C04204,North,Gurgaon,415,1134,Variable,33,1.47,6,5093,6,1
C04205,East,Gurgaon,865,738,Fixed,10,6.17,6,5589,9,1
C04206,East,Pune,333,349,Fixed,31,5.63,6,5734,0,0
C04207,East,Delhi,336,311,Fixed,10,5.04,6,6359,3,1
C04208,East,Kolkata,730,924,Fixed,27,2.31,7,4777,3,1
C04209,North,Gurgaon,238,697,Fixed,14,3.98,6,3609,7,0
C04210,South,Bangalore,698,957,Variable,6,4.63,0,3079,18,1
C04211,West,Patna,773,726,Fixed,17,2.55,1,2725,13,1
C04212,South,Pune,515,947,Fixed,12,6.73,2,5092,16,0
C04213,East,Delhi,618,1257,Fixed,11,1.12,1,4261,4,0
C04214,South,Patna,371,1195,Fixed,27,3.76,5,4290,18,0
C04215,South,Kolkata,220,867,Variable,6,4.88,5,2528,17,1
C04216,West,Chennai,235,733,Variable,1,4.02,0,6482,12,0
C04217,South,Noida,242,763,Variable,18,4.59,7,2284,18,0
C04218,South,Bangalore,230,1026,Variable,37,6.46,3,5372,11,1
C04219,South,Bangalore,427,486,Fixed,36,2.52,3,6400,16,1
C04220,North,Delhi,311,365,Variable,34,5.27,1,5514,1,0
C04221,North,Delhi,644,357,Fixed,11,1.02,2,3173,4,0
C04222,North,Gurgaon,451,1271,Fixed,1,1.45,3,5181,18,0
C04223,South,Hyderabad,493,715,Variable,25,2.32,5,3259,9,0
C04224,North,Bangalore,763,718,Fixed,15,3.87,6,3977,7,0
C04225,South,Pune,479,685,Fixed,39,4.49,3,5748,0,1
C04226,South,Mumbai,253,916,Fixed,39,0.69,6,2713,15,1
C04227,North,Noida,424,384,Variable,1,2.16,4,3822,11,1
C04228,East,Patna,638,1217,Variable,6,6.07,5,3775,2,1
C04229,South,Kolkata,648,413,Fixed,20,6.03,4,2124,15,0
C04230,South,Delhi,316,688,Fixed,6,4.31,2,1835,16,0
C04231,West,Chennai,257,990,Fixed,11,6.84,1,4541,5,1
C04232,North,Pune,860,707,Variable,24,4.7,6,2615,11,1
C04233,West,Hyderabad,409,1026,Fixed,35,1.74,2,6331,1,0
C04234,South,Pune,386,1038,Variable,10,3.55,2,1847,8,1
C04235,West,Pune,317,556,Fixed,24,1.18,7,1637,16,0
C04236,South,Mumbai,443,815,Variable,17,6.02,4,4913,18,0
C04237,West,Delhi,545,617,Variable,34,1.52,7,3757,5,1
C04238,South,Noida,279,1003,Variable,21,1.48,4,3777,13,0
C04239,North,Chennai,336,1023,Fixed,43,6.76,1,5665,16,0
C04240,West,Chennai,765,359,Variable,15,2.03,1,2238,9,0
C04241,West,Mumbai,671,1103,Fixed,36,5.75,3,4040,13,1
C04242,East,Kolkata,842,759,Variable,32,0.72,3,2098,5,0
C04243,East,Gurgaon,877,1106,Fixed,11,2.07,0,1558,1,0
C04244,North,Pune,758,775,Variable,22,2.61,4,3661,17,0
C04245,South,Gurgaon,372,682,Fixed,18,4.88,7,3390,4,0
C04246,East,Hyderabad,250,1247,Fixed,14,2.61,0,3668,13,0
C04247,North,Noida,365,382,Variable,18,1.41,6,6142,8,0
C04248,North,Pune,391,772,Fixed,3,2.55,3,3264,2,0
C04249,South,Delhi,381,630,Fixed,44,6.83,6,4941,13,0
C04250,South,Kolkata,355,1101,Variable,29,6.22,3,6405,17,0
C04251,West,Chennai,843,1085,Variable,16,4.22,1,5224,5,1
C04252,West,Gurgaon,655,1023,Fixed,27,1.04,3,5751,14,0
C04253,North,Pune,338,347,Fixed,5,6.29,1,6295,18,0
C04254,North,Hyderabad,537,911,Fixed,22,4.4,5,5623,19,0
C04255,North,Pune,685,1118,Variable,10,4.16,2,6497,19,0
C04256,West,Pune,462,481,Variable,46,3.4,1,5331,15,0
C04257,East,Delhi,751,735,Fixed,38,5.35,2,5659,19,0
C04258,South,Delhi,765,1291,Fixed,43,3.23,2,4084,5,0
C04259,North,Noida,827,1011,Fixed,10,0.32,0,2733,17,1
C04260,West,Noida,855,1299,Fixed,46,0.26,1,2874,0,0
C04261,West,Gurgaon,692,403,Variable,21,6.54,4,2025,19,0
C04262,South,Bangalore,792,887,Variable,10,6.13,2,2439,19,0
C04263,East,Mumbai,328,1298,Variable,40,2.6,6,4971,7,1
C04264,North,Noida,488,751,Fixed,38,1.42,1,3612,16,0
C04265,South,Hyderabad,712,358,Variable,44,5.7,2,4670,18,0
C04266,West,Delhi,851,573,Fixed,28,5.11,3,2005,16,0
C04267,East,Delhi,387,1114,Fixed,8,2.76,5,3710,0,1
C04268,North,Hyderabad,672,845,Fixed,27,6.19,4,2209,2,0
C04269,West,Pune,505,621,Variable,14,2.81,2,1829,1,0
C04270,West,Pune,635,1290,Fixed,26,6.11,1,5858,14,0
C04271,South,Noida,217,1288,Fixed,31,2.98,5,2301,4,0
C04272,West,Delhi,422,531,Variable,45,0.98,0,1980,5,0
C04273,North,Delhi,884,1056,Variable,6,2.79,4,5122,19,0
C04274,West,Pune,573,802,Fixed,32,3.08,3,5011,9,1
C04275,South,Pune,337,1186,Fixed,27,2.16,6,4949,3,0
C04276,South,Mumbai,437,796,Fixed,17,6.71,5,2232,5,0
C04277,East,Pune,324,493,Variable,13,2.6,4,2203,14,1
C04278,East,Mumbai,575,488,Variable,27,3.25,1,3802,0,0
C04279,West,Pune,579,789,Variable,13,6.29,0,4580,16,0
C04280,West,Patna,865,1235,Variable,25,2.82,4,5784,8,0
C04281,West,Noida,612,1047,Variable,13,2.1,1,4483,14,0
C04282,East,Kolkata,411,599,Fixed,34,6.57,2,2143,8,0
C04283,East,Noida,807,1051,Fixed,22,1.19,5,2880,9,1
C04284,West,Bangalore,798,593,Fixed,38,6.51,0,3301,3,0
C04285,East,Delhi,238,558,Fixed,34,4.37,2,4890,0,0
C04286,South,Chennai,741,1266,Variable,12,1.08,5,2548,1,0
C04287,East,Gurgaon,250,340,Variable,44,4.01,3,3483,17,1
C04288,South,Bangalore,311,712,Variable,44,6.86,0,2773,0,0
C04289,West,Bangalore,870,964,Variable,29,0.03,0,5197,19,0
C04290,South,Delhi,817,575,Variable,5,4.64,1,4559,18,0
C04291,North,Chennai,726,852,Variable,43,1.77,0,2084,19,0
C04292,West,Delhi,559,443,Variable,9,4.7,3,2245,15,1
C04293,South,Noida,237,454,Fixed,6,0.77,1,3213,15,1
C04294,South,Chennai,332,991,Variable,17,1.35,5,2768,12,1
C04295,East,Noida,817,839,Fixed,12,2.38,4,6264,3,1
C04296,South,Mumbai,771,534,Fixed,46,1.9,6,4264,16,0
C04297,East,Pune,220,872,Variable,21,4.36,4,2831,12,0
C04298,South,Pune,351,741,Variable,18,3.15,2,2731,13,1
C04299,South,Noida,508,925,Variable,44,4.25,7,2056,17,1
C04300,East,Delhi,734,1260,Fixed,3,5.31,1,4496,1,0
C04301,North,Chennai,718,1174,Fixed,9,0.67,6,5623,10,1
C04302,South,Chennai,736,455,Variable,36,0.16,3,3692,6,0
C04303,South,Hyderabad,483,725,Fixed,6,4.66,7,5057,10,0
C04304,West,Delhi,543,844,Variable,5,6.76,0,2479,19,0
C04305,East,Mumbai,590,1190,Fixed,4,5.07,0,5146,12,0
C04306,East,Noida,869,1032,Variable,5,1.49,5,3857,10,0
C04307,North,Hyderabad,845,500,Fixed,42,6.4,7,1517,7,1
C04308,West,Gurgaon,664,661,Fixed,17,0.88,2,3128,12,0
C04309,North,Noida,309,695,Fixed,33,6.08,7,4906,11,0
C04310,North,Bangalore,527,607,Fixed,19,3.13,4,6464,15,0
C04311,South,Hyderabad,200,883,Variable,28,2.25,5,4305,12,1
C04312,South,Mumbai,898,348,Fixed,39,3.78,2,3664,17,0
C04313,East,Gurgaon,530,1064,Fixed,22,3.62,7,1525,16,0
C04314,West,Kolkata,271,794,Variable,42,1.41,2,1972,11,0
C04315,East,Patna,629,1085,Fixed,44,6.09,5,3999,17,0
C04316,West,Pune,619,910,Fixed,17,5.8,1,3160,14,0
C04317,East,Gurgaon,592,755,Fixed,4,6.69,2,3312,15,0
C04318,North,Bangalore,483,1284,Fixed,14,4.45,5,5388,1,0
C04319,North,Patna,741,696,Fixed,5,5.68,0,3013,12,1
C04320,North,Mumbai,685,1276,Variable,46,4.46,6,3337,15,0
C04321,South,Chennai,215,1219,Fixed,25,6.42,6,3640,1,1
C04322,West,Mumbai,243,449,Variable,24,1.86,2,6161,7,0
C04323,West,Chennai,771,1015,Fixed,23,5.65,2,3843,16,0
C04324,South,Gurgaon,724,406,Fixed,46,5.28,0,5117,9,0
C04325,West,Gurgaon,468,395,Fixed,25,4.58,7,5044,11,1
C04326,East,Noida,414,377,Variable,4,3.06,7,3637,10,0
C04327,North,Patna,623,1223,Fixed,3,1.34,2,4462,0,0
C04328,South,Kolkata,680,720,Fixed,33,4.06,6,4083,11,1
C04329,North,Noida,376,481,Variable,20,6.74,6,5646,0,0
C04330,West,Mumbai,751,1065,Fixed,24,5.87,2,5950,15,0
C04331,South,Chennai,254,762,Fixed,21,1.19,0,5232,17,0
C04332,West,Delhi,330,622,Fixed,14,1.24,3,3339,3,1
C04333,North,Delhi,349,950,Variable,37,4,1,4804,3,1
C04334,West,Chennai,671,720,Fixed,20,4.05,3,1850,14,1
C04335,South,Gurgaon,612,386,Variable,21,4.65,7,1589,10,1
C04336,West,Chennai,870,724,Variable,35,5.5,4,4032,18,0
C04337,South,Mumbai,491,1255,Variable,40,2.47,3,3309,6,1
C04338,South,Kolkata,732,500,Variable,4,2.85,1,2840,17,0
C04339,South,Patna,814,979,Fixed,24,6.87,1,5263,4,0
C04340,East,Hyderabad,379,534,Variable,35,6.21,2,5795,18,1
C04341,West,Hyderabad,487,1033,Variable,28,1.56,6,1535,0,1
C04342,West,Hyderabad,216,904,Variable,2,5.04,6,1764,19,0
C04343,North,Mumbai,243,1087,Variable,42,4.75,7,2081,7,0
C04344,South,Mumbai,282,320,Variable,26,5.66,5,1571,7,1
C04345,South,Gurgaon,570,1288,Fixed,20,4.94,4,5076,6,0
C04346,North,Noida,833,689,Variable,43,5.01,1,5917,19,1
C04347,West,Delhi,238,472,Variable,17,3.27,2,3645,10,0
C04348,West,Hyderabad,283,645,Fixed,44,0.64,0,4471,16,1
C04349,West,Hyderabad,562,349,Variable,12,6.33,5,4705,16,0
C04350,South,Chennai,509,1144,Variable,46,2.43,5,4589,13,0
C04351,South,Chennai,867,737,Variable,21,1.7,5,1556,5,0
C04352,North,Gurgaon,643,661,Fixed,30,0.02,4,3647,11,0
C04353,East,Bangalore,470,1025,Fixed,43,2.28,2,3131,1,0
C04354,East,Gurgaon,410,780,Fixed,8,0.9,7,6152,9,0
C04355,South,Mumbai,502,937,Fixed,12,4.31,7,3719,16,0
C04356,West,Chennai,569,991,Fixed,13,2.44,4,4758,6,1
C04357,West,Kolkata,765,431,Variable,19,3.52,5,3812,13,0
C04358,East,Kolkata,325,350,Variable,7,2.27,1,2799,19,0
C04359,West,Chennai,889,1159,Fixed,9,5.64,4,4628,4,0
C04360,East,Chennai,665,1061,Fixed,13,0.87,3,4041,7,0
C04361,South,Chennai,217,1161,Fixed,19,1.81,3,5015,9,0
C04362,South,Kolkata,217,927,Fixed,20,3.17,0,4394,14,0
C04363,West,Noida,571,437,Variable,1,3.72,0,6494,17,0
C04364,West,Patna,756,1229,Variable,11,6.61,2,2388,7,0
C04365,East,Chennai,204,371,Fixed,39,5.76,4,3334,13,0
C04366,West,Bangalore,320,1116,Fixed,28,5.48,0,6019,16,0
C04367,South,Mumbai,307,1199,Fixed,29,6.79,4,2173,12,0
C04368,West,Bangalore,755,1095,Variable,16,3.42,5,5262,11,1
C04369,West,Chennai,709,813,Variable,41,6.86,4,2450,0,0
C04370,West,Patna,270,642,Variable,36,5.03,2,5870,12,0
C04371,South,Bangalore,746,1226,Fixed,21,5.62,2,2298,8,1
C04372,West,Hyderabad,677,326,Variable,45,4.69,4,3427,11,0
C04373,East,Pune,743,1069,Fixed,20,1.57,0,5544,15,0
C04374,North,Noida,522,327,Fixed,23,3.71,7,2895,19,0
C04375,East,Hyderabad,561,867,Fixed,14,0.41,6,3242,13,0
C04376,East,Noida,298,1296,Variable,13,5.17,4,5911,2,0
C04377,East,Mumbai,369,363,Fixed,4,6.39,7,5317,19,0
C04378,South,Patna,492,885,Variable,2,2.07,6,6441,6,0
C04379,East,Bangalore,617,756,Fixed,24,5,4,3492,10,0
C04380,West,Chennai,257,931,Variable,5,0.34,6,1902,15,0
C04381,South,Gurgaon,250,609,Variable,1,6.25,5,4509,1,0
C04382,North,Mumbai,224,1099,Fixed,10,1.93,7,5317,18,0
C04383,East,Noida,651,329,Fixed,22,3.65,2,5950,6,0
C04384,North,Bangalore,810,323,Variable,19,1.3,4,2907,15,1
C04385,West,Bangalore,520,374,Variable,29,4.53,7,4034,9,0
C04386,West,Noida,846,1089,Fixed,29,6.41,3,2898,0,0
C04387,East,Gurgaon,353,366,Fixed,17,6.39,5,5250,1,0
C04388,West,Delhi,230,942,Fixed,26,3.59,3,1875,7,1
C04389,West,Chennai,479,505,Variable,7,2.08,4,5425,8,1
C04390,West,Patna,693,710,Variable,44,6.13,0,1921,3,1
C04391,South,Hyderabad,537,1021,Variable,15,6.87,1,4126,13,0
C04392,North,Hyderabad,550,746,Variable,37,4.26,6,2032,18,1
C04393,East,Noida,495,782,Variable,13,2.67,1,6049,10,0
C04394,North,Kolkata,326,1184,Variable,46,5.18,4,5806,7,1
C04395,South,Patna,422,1046,Fixed,9,0.15,4,3547,2,0
C04396,West,Kolkata,350,1080,Fixed,9,0.53,1,6480,1,0
C04397,West,Chennai,476,1000,Fixed,46,1.22,5,5387,7,0
C04398,South,Gurgaon,638,869,Fixed,45,1.48,1,4702,14,0
C04399,West,Noida,868,413,Variable,37,6.27,7,4093,7,0
C04400,East,Patna,629,458,Variable,28,1.71,5,2674,7,1
C04401,East,Bangalore,899,343,Fixed,26,2.59,0,4537,10,0
C04402,North,Gurgaon,774,817,Variable,5,1.89,5,2786,15,0
C04403,South,Patna,376,314,Variable,30,4.7,5,6382,8,0
C04404,South,Mumbai,685,1217,Fixed,31,3.11,3,4162,18,0
C04405,East,Bangalore,571,841,Fixed,38,1.63,6,6072,17,0
C04406,West,Pune,321,747,Fixed,38,6.3,5,2133,16,0
C04407,South,Chennai,284,1249,Fixed,13,4.19,4,5669,10,0
C04408,South,Mumbai,207,441,Fixed,2,3.54,6,4982,10,0
C04409,West,Hyderabad,313,1033,Variable,39,6.56,7,5392,5,1
C04410,South,Mumbai,674,861,Fixed,15,5.27,6,4536,16,1
C04411,West,Gurgaon,689,495,Variable,39,3.66,3,3711,12,0
C04412,North,Pune,352,1045,Variable,43,0.87,3,1765,12,1
C04413,North,Patna,442,615,Fixed,14,5.79,1,5657,19,1
C04414,West,Chennai,272,1040,Variable,38,1.79,7,4306,10,0
C04415,North,Chennai,318,1091,Fixed,30,0.38,2,5479,17,0
C04416,West,Noida,216,325,Variable,31,4.73,0,4846,19,0
C04417,West,Hyderabad,386,787,Fixed,40,1.8,1,5825,0,0
C04418,South,Kolkata,839,972,Variable,12,5.42,3,4295,0,1
C04419,West,Pune,400,914,Variable,34,1.41,6,5895,19,0
C04420,West,Pune,388,685,Fixed,40,2.06,2,2791,3,0
C04421,West,Bangalore,235,1119,Variable,42,3.03,2,1648,18,0
C04422,West,Chennai,785,1084,Variable,24,4.62,2,1749,8,1
C04423,West,Gurgaon,611,378,Fixed,1,5.6,5,5853,3,0
C04424,East,Pune,516,944,Variable,3,1.49,3,6379,13,0
C04425,East,Patna,853,1036,Fixed,44,3.72,6,4358,11,0
C04426,East,Chennai,486,308,Variable,16,2.39,1,3323,18,0
C04427,North,Kolkata,869,1026,Fixed,7,4.63,5,3657,5,0
C04428,South,Patna,388,305,Fixed,10,4.72,5,4146,2,0
C04429,North,Hyderabad,318,364,Variable,13,0.99,4,6405,4,0
C04430,North,Bangalore,776,1025,Variable,35,5.53,3,4632,13,1
C04431,East,Gurgaon,829,997,Variable,4,2.57,2,5706,3,0
C04432,East,Pune,480,569,Fixed,10,6.37,7,4939,1,1
C04433,South,Pune,434,363,Variable,27,5.69,2,3796,11,1
C04434,West,Gurgaon,694,911,Fixed,24,1.98,2,4998,8,0
C04435,North,Patna,810,490,Variable,46,6.98,4,3621,2,0
C04436,South,Patna,474,548,Variable,17,6.08,7,2675,13,0
C04437,West,Gurgaon,678,527,Fixed,13,2.75,7,2598,5,1
C04438,North,Noida,469,1228,Fixed,13,6.34,4,6110,4,0
C04439,South,Mumbai,837,1054,Variable,31,5.35,5,2877,17,0
C04440,North,Patna,227,807,Fixed,45,0.71,3,4138,15,0
C04441,South,Hyderabad,379,515,Fixed,17,3.03,4,1849,17,0
C04442,North,Gurgaon,864,992,Fixed,33,2.03,3,3878,15,0
C04443,West,Noida,735,642,Variable,40,4.2,6,4668,5,1
C04444,North,Gurgaon,570,1224,Variable,3,5.38,3,1970,19,0
C04445,East,Pune,512,939,Fixed,8,6.66,5,3430,4,0
C04446,North,Noida,671,440,Variable,41,0.69,5,4771,15,1
C04447,West,Delhi,430,438,Fixed,37,5.62,7,1585,2,0
C04448,East,Gurgaon,346,339,Fixed,35,1.94,1,4804,12,0
C04449,West,Gurgaon,877,447,Fixed,7,3.79,0,1606,11,0
C04450,West,Chennai,640,1015,Fixed,14,2.27,3,5005,16,1
C04451,South,Bangalore,628,1047,Variable,39,5.65,5,3202,5,0
C04452,West,Pune,705,1037,Fixed,8,6.81,5,1644,0,0
C04453,West,Noida,854,797,Variable,43,2.72,4,4308,19,0
C04454,West,Noida,835,449,Variable,47,1.43,4,5891,11,0
C04455,East,Hyderabad,512,712,Variable,18,1.03,0,2748,0,0
C04456,North,Delhi,773,962,Variable,17,1.36,3,3914,0,0
C04457,East,Chennai,399,459,Variable,33,6.62,1,4035,6,1
C04458,West,Bangalore,656,818,Variable,23,1.07,0,4570,3,1
C04459,West,Patna,590,561,Fixed,22,0.6,6,1741,6,0
C04460,West,Kolkata,238,1094,Fixed,13,5.55,1,1820,0,0
C04461,East,Pune,767,741,Variable,46,0.69,3,1962,19,0
C04462,West,Patna,849,777,Variable,19,2.85,1,6047,18,0
C04463,South,Mumbai,883,831,Variable,17,4.4,4,2049,14,0
C04464,East,Patna,244,385,Variable,42,3.91,1,3559,13,1
C04465,South,Mumbai,755,471,Variable,5,2.22,5,3613,2,0
C04466,South,Delhi,511,1081,Variable,34,5.14,3,5599,11,0
C04467,East,Kolkata,614,416,Fixed,39,5.92,5,3799,9,1
C04468,West,Kolkata,838,907,Variable,44,3.2,4,2814,9,0
C04469,North,Delhi,718,314,Variable,39,3.84,3,2199,5,0
C04470,West,Bangalore,441,823,Fixed,11,4.46,6,3013,17,0
C04471,South,Chennai,846,803,Fixed,8,3.24,7,2871,16,0
C04472,East,Delhi,600,1178,Variable,23,1.29,1,4581,14,0
C04473,South,Gurgaon,558,1012,Variable,7,2.66,0,3543,12,0
C04474,East,Bangalore,646,1233,Variable,31,1.61,4,3648,19,1
C04475,West,Gurgaon,379,541,Variable,23,0.28,2,3662,2,1
C04476,West,Gurgaon,403,1173,Variable,3,4.81,7,5812,17,0
C04477,East,Pune,453,1280,Variable,13,3.18,3,5578,4,1
C04478,West,Patna,587,829,Fixed,30,1.3,6,5155,9,0
C04479,West,Bangalore,725,446,Fixed,35,1.4,2,2345,4,0
C04480,North,Hyderabad,279,480,Variable,20,3.47,6,2298,19,0
C04481,East,Delhi,710,653,Fixed,25,6.79,6,5518,14,0
C04482,South,Kolkata,230,956,Fixed,14,4.56,0,4805,16,1
C04483,West,Hyderabad,697,859,Variable,26,3.33,6,5391,18,0
C04484,South,Pune,724,788,Variable,21,4,0,3838,6,0
C04485,North,Noida,839,807,Variable,21,3.9,2,6417,3,0
C04486,West,Hyderabad,549,392,Variable,42,6.15,6,5109,17,1
C04487,South,Gurgaon,754,511,Fixed,34,0.77,3,1568,9,0
C04488,North,Mumbai,889,419,Fixed,31,6.67,2,3403,5,0
C04489,East,Delhi,470,523,Variable,12,1.9,2,2618,9,0
C04490,East,Patna,587,797,Fixed,40,1.62,3,6426,18,0
C04491,East,Gurgaon,258,970,Variable,26,5.25,6,4315,1,0
C04492,North,Kolkata,505,1005,Fixed,23,5.64,7,2619,4,1
C04493,West,Kolkata,338,1086,Fixed,16,1.04,1,2686,8,0
C04494,South,Pune,769,604,Variable,1,3.45,3,3650,11,0
C04495,South,Kolkata,384,867,Variable,6,6.1,3,1818,5,0
C04496,East,Mumbai,267,1000,Variable,43,6.61,7,6088,15,1
C04497,South,Chennai,213,1103,Variable,38,3.5,3,5822,14,1
C04498,North,Pune,335,797,Variable,41,4.11,2,4436,9,0
C04499,West,Chennai,728,836,Fixed,43,2.73,3,2860,17,0
C04500,West,Noida,741,509,Fixed,3,2.01,2,4082,10,0
C04501,North,Gurgaon,270,387,Variable,41,1.12,3,6115,4,0
C04502,West,Patna,681,883,Variable,5,0.65,6,4565,0,1
C04503,North,Mumbai,765,547,Fixed,42,0.26,6,4186,14,1
C04504,North,Mumbai,243,1146,Variable,12,0.32,1,4752,9,0
C04505,South,Bangalore,329,1080,Variable,37,3.59,5,4256,17,1
C04506,North,Bangalore,592,885,Fixed,29,0.87,6,5752,0,1
C04507,South,Noida,646,832,Fixed,34,1.24,0,5301,7,0
C04508,West,Patna,687,988,Fixed,10,6.83,5,1861,8,1
C04509,East,Pune,427,690,Variable,4,1.26,0,4518,8,0
C04510,West,Hyderabad,259,1276,Variable,31,0.45,2,5075,6,1
C04511,South,Delhi,845,928,Fixed,12,4.47,4,5999,1,0
C04512,North,Gurgaon,862,666,Fixed,30,3.11,1,3538,6,1
C04513,West,Patna,451,319,Fixed,39,1.87,1,4979,5,0
C04514,South,Pune,589,781,Fixed,17,6.04,3,4603,6,0
C04515,West,Kolkata,476,827,Variable,47,6.25,6,1593,16,0
C04516,East,Pune,582,317,Variable,17,3.68,4,5833,15,1
C04517,East,Bangalore,758,671,Fixed,32,6.21,5,3729,0,0
C04518,West,Hyderabad,275,1049,Fixed,44,4.84,5,3388,15,0
C04519,East,Pune,246,413,Variable,44,5.66,0,4592,4,1
C04520,South,Hyderabad,335,1172,Variable,2,3.44,2,2906,5,0
C04521,North,Hyderabad,845,398,Variable,16,0.85,6,5597,0,0
C04522,North,Mumbai,592,905,Fixed,6,0.57,3,5201,9,0
C04523,West,Bangalore,473,1002,Fixed,6,2.43,3,1658,19,0
C04524,West,Chennai,491,742,Fixed,3,6.36,6,5177,2,0
C04525,South,Bangalore,637,1188,Fixed,33,1.7,4,5066,19,0
C04526,North,Pune,218,1155,Fixed,3,2.61,3,3389,10,1
C04527,North,Patna,296,655,Variable,18,5.59,0,5597,14,1
C04528,South,Bangalore,649,568,Variable,7,2.18,7,1781,3,1
C04529,East,Patna,839,1246,Variable,32,0.43,4,3133,12,1
C04530,North,Bangalore,764,307,Fixed,9,4.98,0,5925,0,0
C04531,West,Chennai,387,579,Variable,26,1.91,6,2423,7,1
C04532,East,Delhi,857,448,Variable,27,2.78,3,3012,10,1
C04533,North,Delhi,495,751,Fixed,39,3.62,2,4472,4,0
C04534,East,Patna,882,356,Fixed,2,2.63,2,2225,16,0
C04535,East,Pune,524,338,Fixed,24,4.07,3,3884,18,0
C04536,North,Noida,266,1179,Fixed,45,3.28,4,3885,9,0
C04537,North,Chennai,238,1201,Fixed,16,1.29,1,1698,3,0
C04538,South,Patna,328,683,Fixed,8,1.61,3,5657,7,0
C04539,West,Patna,702,1052,Variable,11,6.32,6,5677,9,0
C04540,North,Delhi,724,1113,Fixed,44,4.23,6,6085,12,0
C04541,North,Pune,579,1108,Fixed,45,4.05,6,5821,4,0
C04542,West,Kolkata,893,556,Fixed,38,1.96,1,3360,8,0
C04543,South,Mumbai,489,729,Variable,12,2.64,6,1992,1,0
C04544,East,Delhi,879,709,Fixed,42,4.31,7,4091,9,0
C04545,West,Delhi,670,985,Variable,6,2.9,0,3205,0,0
C04546,South,Delhi,308,1001,Fixed,32,0.02,1,3731,11,0
C04547,East,Kolkata,469,551,Variable,33,5.86,5,1729,7,1
C04548,West,Patna,841,1249,Fixed,18,2.45,2,4938,18,0
C04549,South,Kolkata,618,975,Variable,37,4.02,0,4975,15,1
C04550,North,Delhi,731,1052,Fixed,12,2.11,0,1987,5,0
C04551,North,Gurgaon,783,1207,Variable,26,0.03,1,3664,16,0
C04552,East,Noida,862,1273,Fixed,11,5.75,3,3077,11,0
C04553,North,Mumbai,743,1082,Fixed,17,1.38,2,4509,7,0
